line_id,shift_date,shift_number,takt_time_seconds,designed_cycle_time_seconds,actual_cycle_time_avg_seconds,throughput_rate_actual_uph,throughput_rate_design_uph,output_variance_pct,takt_uph,throughput_vs_takt_gap
MFG-LINE-PLT-003-03,2023-01-01,2,11.0,9.6,11.252,319.78,375.0,-43.41,327.27272727272725,-7.492727272727279
MFG-LINE-PLT-002-04,2020-02-15,1,16.2,14.1,18.089,198.94,255.32,-32.07,222.22222222222223,-23.28222222222223
MFG-LINE-PLT-002-02,2020-09-19,1,14.0,12.8,20.76,173.41,281.25,-43.37,257.14285714285717,-83.73285714285717
MFG-LINE-PLT-003-02,2022-12-31,3,42.0,36.5,47.207,76.17,98.63,-37.47,85.71428571428571,-9.544285714285706
MFG-LINE-PLT-004-04,2022-10-19,2,354.2,289.7,392.168,9.08,12.43,-43.3,10.163749294184077,-1.0837492941840772
MFG-LINE-PLT-002-04,2024-08-08,2,16.2,14.1,15.388,233.88,255.32,-22.51,222.22222222222223,11.657777777777767
MFG-LINE-PLT-009-01,2021-07-30,1,63.4,62.8,73.558,48.84,57.32,-23.63,56.782334384858046,-7.942334384858043
MFG-LINE-PLT-005-01,2024-07-03,2,33.7,34.4,45.991,78.06,104.65,-55.35,106.82492581602374,-28.764925816023734
MFG-LINE-PLT-005-05,2021-06-25,1,59.9,61.0,68.032,52.79,59.02,-31.98,60.10016694490818,-7.3101669449081825
MFG-LINE-PLT-001-01,2024-06-05,3,25.4,20.4,27.95,128.78,176.47,-58.24,141.73228346456693,-12.952283464566932
MFG-LINE-PLT-007-01,2020-06-27,2,177.7,170.1,234.765,15.27,21.16,-57.89,20.258863252673045,-4.988863252673045
MFG-LINE-PLT-004-01,2022-07-25,1,224.5,209.4,244.672,14.52,17.19,-46.21,16.035634743875278,-1.5156347438752782
MFG-LINE-PLT-010-01,2021-04-02,1,267.8,279.7,286.57,12.46,12.87,-15.96,13.44286781179985,-0.9828678117998493
MFG-LINE-PLT-005-04,2021-06-05,1,51.5,46.6,49.541,72.54,77.25,-16.42,69.90291262135922,2.6370873786407856
MFG-LINE-PLT-005-05,2024-12-17,2,59.9,61.0,71.036,50.67,59.02,-35.57,60.10016694490818,-9.43016694490818
MFG-LINE-PLT-010-01,2024-06-16,3,267.8,279.7,315.243,11.38,12.87,-28.57,13.44286781179985,-2.0628678117998493
MFG-LINE-PLT-004-02,2022-06-13,3,244.9,225.0,270.495,13.25,16.0,-24.11,14.699877501020824,-1.4498775010208238
MFG-LINE-PLT-004-06,2023-07-17,3,126.5,112.6,160.772,22.26,31.97,-56.71,28.458498023715414,-6.198498023715413
MFG-LINE-PLT-001-02,2022-03-14,1,62.4,50.8,59.889,59.98,70.87,-46.8,57.69230769230769,2.2876923076923035
MFG-LINE-PLT-009-01,2021-04-26,2,63.4,62.8,85.028,42.21,57.32,-47.37,56.782334384858046,-14.572334384858046
MFG-LINE-PLT-007-02,2022-04-09,1,238.3,231.6,247.716,14.39,15.54,-36.13,15.107007973143096,-0.7170079731430956
MFG-LINE-PLT-004-06,2024-05-17,1,126.5,112.6,142.452,25.09,31.97,-46.55,28.458498023715414,-3.3684980237154143
MFG-LINE-PLT-005-01,2023-12-23,1,33.7,34.4,38.825,92.71,104.65,-20.63,106.82492581602374,-14.114925816023742
MFG-LINE-PLT-003-05,2022-11-23,3,39.9,39.1,52.696,68.28,92.07,-36.21,90.22556390977444,-21.945563909774435
MFG-LINE-PLT-003-05,2023-04-11,1,39.9,39.1,50.266,71.48,92.07,-30.58,90.22556390977444,-18.745563909774432
MFG-LINE-PLT-002-04,2022-08-08,2,16.2,14.1,15.352,234.45,255.32,-19.26,222.22222222222223,12.22777777777776
MFG-LINE-PLT-005-03,2023-09-08,3,62.1,56.6,67.591,53.11,63.6,-35.61,57.971014492753625,-4.861014492753625
MFG-LINE-PLT-001-02,2020-03-21,3,62.4,50.8,69.919,51.39,70.87,-35.74,57.69230769230769,-6.302307692307693
MFG-LINE-PLT-003-01,2022-05-09,2,21.2,20.5,35.583,101.04,175.61,-71.94,169.81132075471697,-68.77132075471697
MFG-LINE-PLT-010-03,2020-04-18,3,34.2,34.8,48.813,73.67,103.45,-34.84,105.26315789473684,-31.593157894736834
MFG-LINE-PLT-005-04,2022-08-11,2,51.5,46.6,64.36,55.93,77.25,-45.1,69.90291262135922,-13.972912621359221
MFG-LINE-PLT-009-02,2020-07-17,3,40.5,33.0,40.569,88.72,109.09,-29.54,88.88888888888889,-0.16888888888888687
MFG-LINE-PLT-005-01,2024-10-08,1,33.7,34.4,38.992,92.32,104.65,-16.02,106.82492581602374,-14.504925816023743
MFG-LINE-PLT-003-05,2023-06-29,2,39.9,39.1,42.545,84.48,92.07,-33.2,90.22556390977444,-5.745563909774432
MFG-LINE-PLT-002-01,2020-04-04,3,43.4,38.1,69.643,51.63,94.49,-59.47,82.94930875576037,-31.319308755760368
MFG-LINE-PLT-003-02,2024-05-17,3,42.0,36.5,45.285,79.43,98.63,-40.33,85.71428571428571,-6.284285714285701
MFG-LINE-PLT-007-01,2021-11-05,1,177.7,170.1,179.972,19.86,21.16,-7.43,20.258863252673045,-0.39886325267304557
MFG-LINE-PLT-010-03,2020-03-18,2,34.2,34.8,41.894,85.91,103.45,-23.39,105.26315789473684,-19.35315789473684
MFG-LINE-PLT-004-05,2024-06-29,3,156.1,151.3,190.325,18.85,23.79,-23.78,23.062139654067906,-4.212139654067904
MFG-LINE-PLT-004-04,2024-07-31,1,354.2,289.7,371.601,9.57,12.43,-40.22,10.163749294184077,-0.593749294184077
MFG-LINE-PLT-010-01,2022-03-02,1,267.8,279.7,321.233,11.1,12.87,-47.42,13.44286781179985,-2.3428678117998505
MFG-LINE-PLT-004-06,2021-08-31,3,126.5,112.6,160.334,22.33,31.97,-43.95,28.458498023715414,-6.128498023715416
MFG-LINE-PLT-002-01,2022-07-10,1,43.4,38.1,41.104,87.43,94.49,-27.26,82.94930875576037,4.480691244239637
MFG-LINE-PLT-006-01,2020-05-08,1,25.7,24.6,26.283,136.95,146.34,-16.55,140.07782101167317,-3.127821011673177
MFG-LINE-PLT-003-04,2024-11-01,1,30.3,27.1,30.353,118.44,132.84,-33.77,118.8118811881188,-0.371881188118806
MFG-LINE-PLT-005-01,2022-09-23,1,33.7,34.4,43.163,83.26,104.65,-34.41,106.82492581602374,-23.56492581602373
MFG-LINE-PLT-005-01,2021-10-22,1,33.7,34.4,44.136,81.37,104.65,-56.37,106.82492581602374,-25.45492581602373
MFG-LINE-PLT-003-02,2021-10-12,2,42.0,36.5,49.385,72.89,98.63,-36.06,85.71428571428571,-12.824285714285708
MFG-LINE-PLT-004-05,2022-01-29,2,156.1,151.3,202.961,17.67,23.79,-38.33,23.062139654067906,-5.392139654067904
MFG-LINE-PLT-005-03,2021-02-07,3,62.1,56.6,105.951,33.91,63.6,-54.75,57.971014492753625,-24.06101449275363
MFG-LINE-PLT-004-07,2022-01-12,3,224.4,199.4,273.25,13.03,18.05,-42.96,16.0427807486631,-3.0127807486631024
MFG-LINE-PLT-002-02,2022-12-12,1,14.0,12.8,14.168,254.06,281.25,-13.32,257.14285714285717,-3.082857142857165
MFG-LINE-PLT-002-02,2021-05-20,2,14.0,12.8,15.049,239.09,281.25,-28.72,257.14285714285717,-18.052857142857164
MFG-LINE-PLT-005-02,2020-10-24,1,53.5,47.5,48.288,74.41,75.79,-6.03,67.28971962616822,7.1202803738317755
MFG-LINE-PLT-001-02,2020-06-15,1,62.4,50.8,53.43,67.36,70.87,-14.4,57.69230769230769,9.667692307692306
MFG-LINE-PLT-002-03,2022-12-29,2,45.8,43.7,56.983,63.08,82.38,-26.21,78.60262008733625,-15.52262008733625
MFG-LINE-PLT-003-02,2020-09-25,2,42.0,36.5,43.5,82.63,98.63,-27.16,85.71428571428571,-3.0842857142857127
MFG-LINE-PLT-004-01,2023-08-25,2,224.5,209.4,228.8,15.6,17.19,-35.71,16.035634743875278,-0.4356347438752781
MFG-LINE-PLT-004-06,2023-02-28,1,126.5,112.6,126.251,28.51,31.97,-15.92,28.458498023715414,0.051501976284587414
MFG-LINE-PLT-003-05,2020-03-02,3,39.9,39.1,49.037,73.37,92.07,-24.77,90.22556390977444,-16.855563909774432
MFG-LINE-PLT-005-01,2020-01-08,3,33.7,34.4,41.841,86.03,104.65,-32.16,106.82492581602374,-20.794925816023735
MFG-LINE-PLT-003-03,2020-04-19,1,11.0,9.6,10.03,358.85,375.0,-42.52,327.27272727272725,31.57727272727277
MFG-LINE-PLT-004-03,2022-11-07,1,138.3,132.9,172.557,20.8,27.09,-27.1,26.030368763557483,-5.2303687635574825
MFG-LINE-PLT-004-03,2022-09-21,3,138.3,132.9,183.987,19.31,27.09,-61.38,26.030368763557483,-6.7203687635574845
MFG-LINE-PLT-004-07,2020-02-25,2,224.4,199.4,218.019,16.4,18.05,-40.77,16.0427807486631,0.3572192513368968
MFG-LINE-PLT-005-03,2022-11-23,3,62.1,56.6,72.599,49.48,63.6,-29.07,57.971014492753625,-8.491014492753628
MFG-LINE-PLT-003-04,2022-07-04,1,30.3,27.1,27.844,129.28,132.84,-17.13,118.8118811881188,10.468118811881197
MFG-LINE-PLT-010-04,2020-01-08,1,298.9,264.3,289.348,12.41,13.62,-16.04,12.04416192706591,0.3658380729340909
MFG-LINE-PLT-002-04,2022-03-22,1,16.2,14.1,17.999,199.98,255.32,-23.24,222.22222222222223,-22.24222222222224
MFG-LINE-PLT-004-07,2020-05-23,2,224.4,199.4,342.849,10.44,18.05,-64.49,16.0427807486631,-5.602780748663102
MFG-LINE-PLT-005-03,2023-07-01,3,62.1,56.6,81.155,44.3,63.6,-32.91,57.971014492753625,-13.671014492753628
MFG-LINE-PLT-005-06,2022-10-21,3,73.7,75.0,95.953,37.41,48.0,-36.46,48.846675712347356,-11.436675712347359
MFG-LINE-PLT-002-04,2024-01-11,1,16.2,14.1,16.183,222.31,255.32,-31.93,222.22222222222223,0.08777777777777374
MFG-LINE-PLT-002-02,2023-02-03,1,14.0,12.8,13.477,267.09,281.25,-44.0,257.14285714285717,9.947142857142808
MFG-LINE-PLT-003-02,2021-07-16,3,42.0,36.5,43.131,83.42,98.63,-35.9,85.71428571428571,-2.2942857142857065
MFG-LINE-PLT-010-01,2023-10-26,2,267.8,279.7,330.735,10.88,12.87,-24.51,13.44286781179985,-2.5628678117998493
MFG-LINE-PLT-003-01,2023-06-02,1,21.2,20.5,23.643,152.22,175.61,-33.31,169.81132075471697,-17.591320754716975
MFG-LINE-PLT-010-01,2021-05-09,1,267.8,279.7,295.847,12.12,12.87,-12.77,13.44286781179985,-1.322867811799851
MFG-LINE-PLT-004-03,2021-10-16,2,138.3,132.9,177.062,20.29,27.09,-32.46,26.030368763557483,-5.740368763557484
MFG-LINE-PLT-008-02,2021-11-25,2,36.9,38.7,50.687,70.88,93.02,-26.89,97.5609756097561,-26.680975609756103
MFG-LINE-PLT-004-06,2022-05-17,1,126.5,112.6,118.551,30.33,31.97,-13.72,28.458498023715414,1.8715019762845841
MFG-LINE-PLT-010-01,2023-05-25,3,267.8,279.7,350.733,10.18,12.87,-28.26,13.44286781179985,-3.2628678117998504
MFG-LINE-PLT-010-01,2020-05-23,1,267.8,279.7,312.472,11.51,12.87,-24.49,13.44286781179985,-1.9328678117998503
MFG-LINE-PLT-004-02,2023-12-21,3,244.9,225.0,261.226,13.73,16.0,-27.64,14.699877501020824,-0.9698775010208234
MFG-LINE-PLT-008-01,2020-07-18,3,138.1,113.9,155.467,23.15,31.61,-33.89,26.06806661839247,-2.918066618392473
MFG-LINE-PLT-005-01,2023-07-21,2,33.7,34.4,41.661,86.32,104.65,-25.36,106.82492581602374,-20.504925816023743
MFG-LINE-PLT-008-02,2021-06-10,2,36.9,38.7,51.137,70.38,93.02,-31.56,97.5609756097561,-27.180975609756103
MFG-LINE-PLT-005-03,2022-10-11,1,62.1,56.6,60.193,59.7,63.6,-18.97,57.971014492753625,1.728985507246378
MFG-LINE-PLT-005-01,2023-12-20,2,33.7,34.4,40.952,87.86,104.65,-18.17,106.82492581602374,-18.964925816023737
MFG-LINE-PLT-010-04,2021-09-24,1,298.9,264.3,432.212,8.25,13.62,-39.8,12.04416192706591,-3.7941619270659093
MFG-LINE-PLT-008-01,2020-10-22,2,138.1,113.9,151.657,23.72,31.61,-32.9,26.06806661839247,-2.3480666183924725
MFG-LINE-PLT-001-01,2024-06-24,2,25.4,20.4,24.806,145.11,176.47,-17.71,141.73228346456693,3.3777165354330805
MFG-LINE-PLT-008-02,2024-07-15,1,36.9,38.7,41.882,85.83,93.02,-32.24,97.5609756097561,-11.7309756097561
MFG-LINE-PLT-004-01,2021-04-23,1,224.5,209.4,269.685,13.31,17.19,-37.7,16.035634743875278,-2.7256347438752773
MFG-LINE-PLT-004-07,2024-12-24,2,224.4,199.4,242.461,14.83,18.05,-26.32,16.0427807486631,-1.2127807486631017
MFG-LINE-PLT-010-02,2022-08-15,2,328.4,290.9,342.434,10.41,12.38,-39.77,10.962241169305726,-0.5522411693057254
MFG-LINE-PLT-002-04,2024-05-22,2,16.2,14.1,15.723,228.88,255.32,-43.16,222.22222222222223,6.657777777777767
MFG-LINE-PLT-008-01,2024-09-29,1,138.1,113.9,143.276,25.11,31.61,-38.93,26.06806661839247,-0.958066618392472
MFG-LINE-PLT-005-03,2020-05-31,3,62.1,56.6,81.808,43.99,63.6,-56.69,57.971014492753625,-13.981014492753623
MFG-LINE-PLT-003-02,2020-06-07,1,42.0,36.5,60.728,59.19,98.63,-44.93,85.71428571428571,-26.52428571428571
MFG-LINE-PLT-010-04,2020-02-06,3,298.9,264.3,372.611,9.6,13.62,-49.07,12.04416192706591,-2.4441619270659096
MFG-LINE-PLT-006-02,2021-06-13,2,6.4,6.6,7.17,501.99,545.45,-34.35,562.5,-60.50999999999999
MFG-LINE-PLT-001-01,2021-04-26,1,25.4,20.4,23.199,155.11,176.47,-55.23,141.73228346456693,13.37771653543308
MFG-LINE-PLT-002-04,2022-02-21,1,16.2,14.1,17.978,200.19,255.32,-35.45,222.22222222222223,-22.03222222222223
MFG-LINE-PLT-004-03,2023-09-06,3,138.3,132.9,167.73,21.41,27.09,-41.75,26.030368763557483,-4.620368763557483
MFG-LINE-PLT-006-02,2020-09-05,2,6.4,6.6,7.327,491.18,545.45,-29.77,562.5,-71.32
MFG-LINE-PLT-004-02,2023-11-10,2,244.9,225.0,265.29,13.45,16.0,-42.24,14.699877501020824,-1.2498775010208245
MFG-LINE-PLT-003-05,2024-11-03,1,39.9,39.1,40.048,89.78,92.07,-18.31,90.22556390977444,-0.4455639097744353
MFG-LINE-PLT-002-01,2021-05-08,3,43.4,38.1,69.239,51.93,94.49,-69.75,82.94930875576037,-31.01930875576037
MFG-LINE-PLT-004-04,2022-02-13,2,354.2,289.7,332.49,10.79,12.43,-22.99,10.163749294184077,0.6262507058159219
MFG-LINE-PLT-007-02,2024-02-05,2,238.3,231.6,282.367,12.69,15.54,-23.97,15.107007973143096,-2.4170079731430967
MFG-LINE-PLT-007-02,2020-08-18,1,238.3,231.6,296.075,12.02,15.54,-38.33,15.107007973143096,-3.0870079731430966
MFG-LINE-PLT-008-01,2023-08-08,3,138.1,113.9,129.492,27.78,31.61,-40.16,26.06806661839247,1.7119333816075297
MFG-LINE-PLT-005-04,2020-04-15,1,51.5,46.6,76.535,47.02,77.25,-61.8,69.90291262135922,-22.882912621359218
MFG-LINE-PLT-008-02,2024-09-03,2,36.9,38.7,45.016,79.97,93.02,-24.53,97.5609756097561,-17.5909756097561
MFG-LINE-PLT-003-05,2023-05-03,1,39.9,39.1,62.345,57.66,92.07,-50.29,90.22556390977444,-32.56556390977444
MFG-LINE-PLT-010-02,2024-12-29,2,328.4,290.9,330.109,10.9,12.38,-19.35,10.962241169305726,-0.06224116930572521
MFG-LINE-PLT-004-01,2024-11-24,3,224.5,209.4,267.105,13.47,17.19,-52.24,16.035634743875278,-2.565634743875277
MFG-LINE-PLT-004-07,2021-09-13,1,224.4,199.4,223.175,16.06,18.05,-60.42,16.0427807486631,0.017219251336896946
MFG-LINE-PLT-010-02,2020-04-27,3,328.4,290.9,377.845,9.35,12.38,-43.62,10.962241169305726,-1.612241169305726
MFG-LINE-PLT-001-01,2024-06-01,1,25.4,20.4,23.642,152.17,176.47,-25.16,141.73228346456693,10.437716535433054
MFG-LINE-PLT-004-03,2021-10-25,1,138.3,132.9,137.287,26.03,27.09,-36.27,26.030368763557483,-0.0003687635574820547
MFG-LINE-PLT-002-04,2024-07-02,2,16.2,14.1,15.735,228.66,255.32,-25.99,222.22222222222223,6.437777777777768
MFG-LINE-PLT-003-02,2023-09-11,3,42.0,36.5,50.423,71.38,98.63,-30.57,85.71428571428571,-14.334285714285713
MFG-LINE-PLT-004-05,2024-05-20,2,156.1,151.3,200.752,17.84,23.79,-41.32,23.062139654067906,-5.222139654067906
MFG-LINE-PLT-007-02,2023-06-13,3,238.3,231.6,320.88,11.08,15.54,-36.94,15.107007973143096,-4.027007973143096
MFG-LINE-PLT-004-01,2024-05-27,1,224.5,209.4,244.954,14.58,17.19,-46.46,16.035634743875278,-1.4556347438752777
MFG-LINE-PLT-006-01,2024-05-17,1,25.7,24.6,25.465,141.36,146.34,-22.82,140.07782101167317,1.282178988326848
MFG-LINE-PLT-010-04,2024-12-12,3,298.9,264.3,322.47,11.04,13.62,-29.81,12.04416192706591,-1.0041619270659101
MFG-LINE-PLT-004-06,2020-06-21,1,126.5,112.6,120.969,29.67,31.97,-16.94,28.458498023715414,1.2115019762845876
MFG-LINE-PLT-005-04,2023-10-08,2,51.5,46.6,64.744,55.44,77.25,-42.86,69.90291262135922,-14.462912621359223
MFG-LINE-PLT-003-04,2024-09-05,2,30.3,27.1,28.677,125.46,132.84,-13.44,118.8118811881188,6.64811881188119
MFG-LINE-PLT-009-02,2023-06-30,1,40.5,33.0,33.907,106.09,109.09,-16.2,88.88888888888889,17.201111111111118
MFG-LINE-PLT-007-01,2020-12-17,2,177.7,170.1,233.159,15.32,21.16,-46.15,20.258863252673045,-4.938863252673045
MFG-LINE-PLT-004-02,2022-03-25,2,244.9,225.0,383.675,9.26,16.0,-48.41,14.699877501020824,-5.439877501020824
MFG-LINE-PLT-005-02,2020-06-07,1,53.5,47.5,52.2,68.96,75.79,-14.5,67.28971962616822,1.6702803738317726
MFG-LINE-PLT-007-01,2024-11-15,1,177.7,170.1,177.808,20.19,21.16,-15.06,20.258863252673045,-0.06886325267304372
MFG-LINE-PLT-003-01,2023-08-04,2,21.2,20.5,22.956,156.8,175.61,-18.78,169.81132075471697,-13.011320754716962
MFG-LINE-PLT-009-02,2020-04-16,2,40.5,33.0,35.855,100.31,109.09,-18.17,88.88888888888889,11.421111111111117
MFG-LINE-PLT-009-02,2022-05-02,1,40.5,33.0,38.138,94.24,109.09,-47.9,88.88888888888889,5.351111111111109
MFG-LINE-PLT-003-02,2023-01-02,1,42.0,36.5,46.525,77.34,98.63,-39.97,85.71428571428571,-8.374285714285705
MFG-LINE-PLT-001-01,2020-02-13,1,25.4,20.4,22.995,156.42,176.47,-42.69,141.73228346456693,14.687716535433054
MFG-LINE-PLT-005-06,2021-05-17,1,73.7,75.0,79.6,45.18,48.0,-35.61,48.846675712347356,-3.666675712347356
MFG-LINE-PLT-009-02,2020-03-14,2,40.5,33.0,38.169,94.19,109.09,-27.84,88.88888888888889,5.301111111111112
MFG-LINE-PLT-003-04,2022-05-06,3,30.3,27.1,37.876,94.99,132.84,-34.8,118.8118811881188,-23.82188118811881
MFG-LINE-PLT-003-03,2024-06-10,1,11.0,9.6,11.081,324.83,375.0,-27.48,327.27272727272725,-2.442727272727268
MFG-LINE-PLT-007-01,2024-03-05,3,177.7,170.1,210.805,16.96,21.16,-25.0,20.258863252673045,-3.298863252673044
MFG-LINE-PLT-004-02,2021-01-27,1,244.9,225.0,242.239,14.83,16.0,-13.71,14.699877501020824,0.13012249897917627
MFG-LINE-PLT-001-01,2023-12-04,1,25.4,20.4,22.714,158.41,176.47,-28.18,141.73228346456693,16.677716535433063
MFG-LINE-PLT-004-05,2022-11-21,2,156.1,151.3,176.365,20.38,23.79,-34.76,23.062139654067906,-2.6821396540679068
MFG-LINE-PLT-004-06,2020-03-30,1,126.5,112.6,143.482,24.99,31.97,-30.12,28.458498023715414,-3.4684980237154157
MFG-LINE-PLT-009-02,2023-08-29,2,40.5,33.0,40.422,88.94,109.09,-22.6,88.88888888888889,0.051111111111111995
MFG-LINE-PLT-004-02,2020-12-25,3,244.9,225.0,281.003,12.74,16.0,-32.14,14.699877501020824,-1.9598775010208236
MFG-LINE-PLT-004-03,2021-04-04,1,138.3,132.9,171.652,20.87,27.09,-38.79,26.030368763557483,-5.160368763557482
MFG-LINE-PLT-010-02,2022-08-02,1,328.4,290.9,330.205,10.83,12.38,-32.18,10.962241169305726,-0.1322411693057255
MFG-LINE-PLT-006-02,2023-12-22,1,6.4,6.6,7.175,501.69,545.45,-33.33,562.5,-60.81
MFG-LINE-PLT-004-02,2024-05-09,1,244.9,225.0,278.834,12.87,16.0,-29.37,14.699877501020824,-1.8298775010208246
MFG-LINE-PLT-005-05,2023-07-14,1,59.9,61.0,64.648,55.65,59.02,-15.89,60.10016694490818,-4.450166944908183
MFG-LINE-PLT-008-02,2021-03-09,3,36.9,38.7,68.08,52.8,93.02,-55.52,97.5609756097561,-44.7609756097561
MFG-LINE-PLT-008-02,2020-07-04,1,36.9,38.7,63.943,56.27,93.02,-43.38,97.5609756097561,-41.290975609756096
MFG-LINE-PLT-010-02,2023-01-15,1,328.4,290.9,302.944,11.84,12.38,-15.56,10.962241169305726,0.8777588306942743
MFG-LINE-PLT-005-06,2022-12-23,1,73.7,75.0,79.471,45.15,48.0,-47.24,48.846675712347356,-3.696675712347357
MFG-LINE-PLT-010-04,2024-06-25,1,298.9,264.3,336.864,10.51,13.62,-49.06,12.04416192706591,-1.5341619270659095
MFG-LINE-PLT-009-02,2021-11-04,2,40.5,33.0,36.935,97.41,109.09,-27.45,88.88888888888889,8.52111111111111
MFG-LINE-PLT-001-01,2023-11-04,2,25.4,20.4,24.644,146.07,176.47,-30.38,141.73228346456693,4.33771653543306
MFG-LINE-PLT-010-03,2020-10-02,1,34.2,34.8,56.021,64.17,103.45,-42.49,105.26315789473684,-41.093157894736834
MFG-LINE-PLT-002-04,2024-01-15,2,16.2,14.1,19.098,188.47,255.32,-37.22,222.22222222222223,-33.75222222222223
MFG-LINE-PLT-003-04,2022-02-13,1,30.3,27.1,29.68,121.19,132.84,-21.25,118.8118811881188,2.378118811881194
MFG-LINE-PLT-001-02,2023-04-19,2,62.4,50.8,55.229,65.09,70.87,-21.2,57.69230769230769,7.39769230769231
MFG-LINE-PLT-004-05,2021-06-05,3,156.1,151.3,214.512,16.69,23.79,-36.67,23.062139654067906,-6.3721396540679045
MFG-LINE-PLT-006-01,2024-04-14,1,25.7,24.6,27.937,128.78,146.34,-30.39,140.07782101167317,-11.297821011673165
MFG-LINE-PLT-005-06,2024-09-15,1,73.7,75.0,85.746,41.97,48.0,-33.33,48.846675712347356,-6.876675712347357
MFG-LINE-PLT-010-01,2020-04-09,1,267.8,279.7,364.749,9.84,12.87,-30.61,13.44286781179985,-3.6028678117998503
MFG-LINE-PLT-002-01,2024-02-18,3,43.4,38.1,47.731,75.4,94.49,-35.52,82.94930875576037,-7.549308755760364
MFG-LINE-PLT-003-03,2020-11-11,1,11.0,9.6,10.07,357.36,375.0,-13.15,327.27272727272725,30.08727272727276
MFG-LINE-PLT-002-02,2021-02-04,2,14.0,12.8,13.74,261.94,281.25,-13.07,257.14285714285717,4.7971428571428305
MFG-LINE-PLT-006-01,2023-07-21,1,25.7,24.6,26.042,138.08,146.34,-20.27,140.07782101167317,-1.9978210116731532
MFG-LINE-PLT-004-03,2023-10-05,1,138.3,132.9,148.675,24.17,27.09,-24.35,26.030368763557483,-1.8603687635574815
MFG-LINE-PLT-004-07,2023-05-23,1,224.4,199.4,319.509,11.18,18.05,-43.31,16.0427807486631,-4.862780748663102
MFG-LINE-PLT-004-03,2020-01-29,1,138.3,132.9,151.105,23.75,27.09,-34.02,26.030368763557483,-2.280368763557483
MFG-LINE-PLT-009-01,2023-01-29,2,63.4,62.8,70.445,50.83,57.32,-77.45,56.782334384858046,-5.952334384858048
MFG-LINE-PLT-007-01,2020-08-20,3,177.7,170.1,197.14,18.15,21.16,-21.95,20.258863252673045,-2.1088632526730464
MFG-LINE-PLT-004-06,2021-02-10,3,126.5,112.6,128.754,27.85,31.97,-33.2,28.458498023715414,-0.6084980237154127
MFG-LINE-PLT-009-01,2022-06-14,1,63.4,62.8,81.08,44.39,57.32,-42.11,56.782334384858046,-12.392334384858046
MFG-LINE-PLT-007-02,2020-06-04,1,238.3,231.6,267.704,13.3,15.54,-47.54,15.107007973143096,-1.8070079731430955
MFG-LINE-PLT-005-06,2022-07-09,1,73.7,75.0,77.261,46.5,48.0,-19.35,48.846675712347356,-2.3466757123473556
MFG-LINE-PLT-004-02,2023-12-15,2,244.9,225.0,376.597,9.5,16.0,-45.9,14.699877501020824,-5.199877501020824
MFG-LINE-PLT-002-01,2024-06-06,3,43.4,38.1,47.692,75.43,94.49,-20.74,82.94930875576037,-7.519308755760363
MFG-LINE-PLT-008-01,2022-11-25,1,138.1,113.9,144.235,24.95,31.61,-21.83,26.06806661839247,-1.1180666183924721
MFG-LINE-PLT-005-03,2024-02-04,1,62.1,56.6,72.735,49.41,63.6,-45.57,57.971014492753625,-8.561014492753628
MFG-LINE-PLT-005-05,2023-05-29,1,59.9,61.0,69.366,51.82,59.02,-25.38,60.10016694490818,-8.280166944908181
MFG-LINE-PLT-010-02,2024-05-18,3,328.4,290.9,371.244,9.54,12.38,-44.09,10.962241169305726,-1.4222411693057264
MFG-LINE-PLT-006-01,2023-08-18,2,25.7,24.6,27.826,129.31,146.34,-27.66,140.07782101167317,-10.767821011673163
MFG-LINE-PLT-002-03,2020-09-16,2,45.8,43.7,51.362,70.02,82.38,-27.3,78.60262008733625,-8.582620087336252
MFG-LINE-PLT-003-04,2022-03-27,3,30.3,27.1,30.395,118.44,132.84,-38.64,118.8118811881188,-0.371881188118806
MFG-LINE-PLT-004-06,2024-11-23,1,126.5,112.6,177.003,20.17,31.97,-49.12,28.458498023715414,-8.288498023715412
MFG-LINE-PLT-002-04,2022-04-17,1,16.2,14.1,17.949,200.53,255.32,-44.96,222.22222222222223,-21.692222222222227
MFG-LINE-PLT-001-02,2020-11-19,1,62.4,50.8,58.368,61.51,70.87,-34.88,57.69230769230769,3.8176923076923046
MFG-LINE-PLT-001-02,2023-03-14,1,62.4,50.8,57.977,62.05,70.87,-24.86,57.69230769230769,4.357692307692304
MFG-LINE-PLT-003-03,2021-04-21,2,11.0,9.6,12.921,278.59,375.0,-39.25,327.27272727272725,-48.68272727272728
MFG-LINE-PLT-007-02,2024-03-17,2,238.3,231.6,263.225,13.52,15.54,-39.66,15.107007973143096,-1.5870079731430966
MFG-LINE-PLT-008-02,2021-10-15,1,36.9,38.7,43.764,82.18,93.02,-24.52,97.5609756097561,-15.380975609756092
MFG-LINE-PLT-002-03,2020-06-27,3,45.8,43.7,61.369,58.59,82.38,-35.37,78.60262008733625,-20.012620087336245
MFG-LINE-PLT-006-02,2020-11-06,2,6.4,6.6,8.852,406.56,545.45,-39.0,562.5,-155.94
MFG-LINE-PLT-004-07,2023-11-19,2,224.4,199.4,270.028,13.3,18.05,-48.82,16.0427807486631,-2.742780748663101
MFG-LINE-PLT-003-02,2021-09-05,3,42.0,36.5,52.152,68.91,98.63,-45.34,85.71428571428571,-16.80428571428571
MFG-LINE-PLT-010-02,2020-08-17,2,328.4,290.9,391.12,9.0,12.38,-52.22,10.962241169305726,-1.9622411693057256
